,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,subject_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,PROLIFIC_PID
98,98,11,4,"[{""page_index"":0,""viewing_time"":20282.5},{""page_index"":1,""viewing_time"":14881.799999952316},{""page_index"":2,""viewing_time"":8879.899999976158},{""page_index"":3,""viewing_time"":31758.100000023842},{""page_index"":4,""viewing_time"":21046},{""page_index"":5,""viewing_time"":47227.89999997616},{""page_index"":6,""viewing_time"":4850.100000023842},{""page_index"":7,""viewing_time"":2371.899999976158}]",151298.79999995232,instructions,0,151303,"""","""","""","""","""","""","""","""","""","""",176
99,99,11,4,"""",27814.89999997616,survey-multi-choice,1,179122,"""","""","{""Q0"":""The plausibility that humans generated language."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""","""","""",176
100,100,11,4,"[{""page_index"":0,""viewing_time"":2079.5999999046326}]",2079.7999999523163,instructions,2,181206,"""","""","""","""","""","""","""","""","""","""",176
101,101,11,4,"""",24282.10000002384,survey-likert,3,205490,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would try to create a soft landing space that is long enough to spread out the force of the impact. I'd probably use a large sheet of plywood or a tarp. If you can't get a large enough piece of plywood, you could use a very large beach towel. If you have a lawn chair, you could place it on its side and have the skydiver land on it.",3,constrained_single,176
102,102,11,4,"""",21619.599999904636,survey-likert,4,227114,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would put a giant trampoline at the bottom of a really tall building. I would have a giant fan at the top of the building blowing the skydiver upwards. The fan would be connected to a giant generator. When the skydiver got to the top of the building, the generator would turn on and the fan would turn off. The skydiver would fall down on to the trampoline and bounce high into the air.",3,constrained_single,176
103,103,11,4,"""",12391.5,survey-likert,5,239510,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would like to build a bookshelf for all my books. The bookshelf will be made of recycled materials.,3,constrained_single,176
104,104,11,4,"""",11635.799999952316,survey-likert,6,251150,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a landing area that is made of a material that will break the fall of the skydiver. I would make the material soft enough to cushion the fall but hard enough to not break.,3,constrained_single,176
105,105,11,4,"""",12965.299999952316,survey-likert,7,264121,"""","""","{""humanness"":5}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would first determine the height of the building, and then determine the speed of the fall, and then calculate the amount of time the skydiver will be falling. I would then find the point of the building where the skydiver will land and create a soft landing pad with pillows and blankets.",3,constrained_single,176
106,106,11,4,"""",12621.899999976158,survey-likert,8,276747,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,"I would go to the beach, or a lake, or any other body of water. I would wade in the water until I was completely submerged. I would stay in the water for as long as I could, and I would repeat the process as many times as I could.",3,constrained_single,176
107,107,11,4,"""",12102.800000071526,survey-likert,9,288854,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would make a bookshelf out of cardboard boxes. I would make a box with a top and bottom. I would make the top and bottom out of two pieces of cardboard. I would make the sides out of one piece of cardboard.,3,constrained_single,176
108,108,11,4,"""",19398.79999995232,survey-likert,10,308257,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would try to move the person away from the main landing area. I would look for something soft to land on.,3,constrained_single,176
109,109,11,4,"""",15789.100000023842,survey-likert,11,324050,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would set up a series of cushions, and put them in the shape of an airbag. I would put a giant fan on the ground, and a parachute on the fan. I would attach a cord to the parachute, and a handle to the cord. I would have the skydiver hold the handle, and jump out of the plane. When he wants to land, he would pull the handle, and the parachute would inflate.",3,constrained_single,176
110,110,11,4,"""",19452.0,survey-likert,12,343506,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would not use an air conditioner to cool down. I would go to a shopping mall and buy a popsicle. Then I would go to the park and lay on a bench. I would go to a public pool and swim. I would go to a water park and ride all of the slides. I would go to the beach and swim in the ocean. I would go to a water fountain and pour water all over my body. I would go to a water park and go down the water slides.,3,constrained_single,176
111,111,11,4,"""",7751.199999928474,survey-likert,13,351262,"""","""","{""humanness"":4}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would start by building a frame out of cardboard. Then I would cover it with fabric. I would do the same for the books.,3,constrained_single,176
112,112,11,4,"""",5744.299999952316,survey-likert,14,357010,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a parachute to slow their fall.,3,constrained_single,176
113,113,11,4,"""",12361.200000047684,survey-likert,15,369376,"""","""","{""humanness"":1}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would tie a rope to the top of the building and tie the other end to the person. Then I would tie a second rope to the person and tie the other end to the ground.,3,constrained_single,176
114,114,11,4,"""",15820.0,survey-likert,16,385200,"""","""","{""humanness"":6}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would first go to the library and look up different types of parachutes and their characteristics. Then I would talk to a skydiver and find out what would be the best type of parachute to use and how to attach it to a person. Next I would talk to an engineer and find out the best place to put the parachute to catch the skydiver.,3,constrained_single,176
115,115,11,4,"""",7134.800000071526,survey-likert,17,392338,"""","""","{""humanness"":3}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would use a giant airbag. You could fill it with air and it would be like a giant airbag. It would be like a trampoline. It would be like a giant trampoline. And you could fill it with air and it would be like a giant trampoline.,3,constrained_single,176
116,116,11,4,"""",6487.299999952316,survey-likert,18,398828,"""","""","{""humanness"":2}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would create a trampoline in the shape of a dome and have it anchored to the ground with a net of some kind. I would also have a harness that is attached to the net and the skydiver.,3,constrained_single,176
117,117,11,4,"""",12009.0,survey-likert,19,410840,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,I would build a bookshelf out of metal. I would first cut the metal into 8x8 squares. I would then put the metal squares into a jig that would hold them in place while I welded them together. I would then put the shelf onto a wall. I would then use the shelf to hold books. I would not use wood because it would be too heavy. The shelf should be able to hold a large amount of weight.,3,constrained_single,176
118,118,11,4,"""",7787.799999952316,survey-likert,20,418632,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a bunch of ice and put it in a plastic bag and put it in front of a fan.,3,constrained_single,176
119,119,11,4,"""",9137.200000047684,survey-likert,21,427772,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,"I would build a platform out of sticks and branches. I would build it high enough so that when the skydiver jumped off, he would land on it.",3,constrained_single,176
120,120,11,4,"""",4842.199999928474,survey-likert,22,432619,"""","""","{""humanness"":5}",[0],"Goal: Build a bookshelf, without using wood.",rate_humanness,gpt-3,"I would use a combination of cardboard, glue, and books to create a bookshelf.",3,constrained_single,176
121,121,11,4,"""",3863.200000047684,survey-likert,23,436486,"""","""","{""humanness"":4}",[0],"Goal: Create a safe landing for a falling skydiver, without using a net.",rate_humanness,gpt-3,I would surround it with some kind of padding.,3,constrained_single,176
122,122,11,4,"""",15188.200000047684,survey-likert,24,451678,"""","""","{""humanness"":4}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would get a bunch of friends together and we would go to a movie theater and watch a movie. We would go to a movie that was a long time ago and that we have already seen. We would get a bunch of blankets and pillows and sit in the back of the theater. We would have to go to a theater that didn't have assigned seating so we could get a bunch of blankets and pillows. We would go to a theater that was pretty empty so we could get a bunch of blankets and pillows.,3,constrained_single,176
123,123,11,4,"""",6984.399999976158,survey-likert,25,458668,"""","""","{""humanness"":6}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would suggest that you try to keep your house cool by opening all the windows and turning on your ceiling fans. You may also want to try to keep the sun out of the house by closing the blinds. You may also want to try to keep your house cool by opening all the windows and turning on your ceiling fans. You may also want to try to keep the sun out of the house by closing the blinds. You may also want to try to keep your house cool by opening all the windows and turning on your ceiling fans. You may also want to try to keep the sun out of the house by closing the blinds. You may also want to try to keep your house cool by opening all the windows and turning on your ceiling fans. You may also want to try to keep the sun out of the house by closing the blinds. You may also want to try to keep your house cool by opening all the windows and turning on your ceiling fans. You may also want to try to keep the sun out of the house by closing the blinds. You may also want to try to keep your house cool by opening all the windows and turning on your ceiling fans.,3,constrained_single,176
124,124,11,4,"""",9312.200000047684,survey-likert,26,467984,"""","""","{""humanness"":5}",[0],"Goal: Cool down in a record-breaking heat wave, without using an air conditioner.",rate_humanness,gpt-3,I would start by using a fan to cool down. I would then look around my house to see if there is any other way to cool down. I would also ask my mom if there is anything I could do to cool down.,3,constrained_single,176
